A_RowId,CATEGORY,FULL_URL,aa_label,URI
38,Certificate Programs and Gainful Employment | Glendale Community College,http:||www.glendale.edu|students|student-services|career-center|recommended-web-resources|researching-careers-majors|career-profiles|bookkeeping,ACCOUNTING,|ACADEMICS|DEGREE-CERTIFICATE-PROGRAMS|CERTIFICATE-PROGRAMS|BOOKKEEPING
39,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|business|accounting|accounting-bba.html,ACCOUNTING,|CALENDAR|2017-18|BUSINESS|ACCOUNTING
40,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|business|accounting|accounting-cert.html,ACCOUNTING,|CALENDAR|2017-18|BUSINESS|ACCOUNTING
41,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|business|accounting|accounting-dip.html,ACCOUNTING,|CALENDAR|2017-18|BUSINESS|ACCOUNTING
42,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|business|accounting|accounting-pbc.html,ACCOUNTING,|CALENDAR|2017-18|BUSINESS|ACCOUNTING
43,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|business|accounting|index.html,ACCOUNTING,|CALENDAR|2017-18|BUSINESS|ACCOUNTING
44,KPU 2017-18 University Calendar | Course Descriptions,http:||www.kpu.ca|calendar|2017-18|courses||calendar|2017-18|courses|acct|,ACCOUNTING,|CALENDAR|2017-18|COURSES||CALENDAR|2017-18|COURSES|ACCT
45,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||content|ryerson|programs|undergraduate|accounting-finance.html,ACCOUNTING,|PROGRAMS|UNDERGRADUATE||CONTENT|RYERSON|PROGRAMS|UNDERGRADUATE
46,Saint Mary's University | Academic Programs- Bachelor Degrees- Diplomas- Graduate Programs,http:||www.smu.ca|academics|accounting.html,ACCOUNTING,|ACADEMICS
47,Academics | SMCC,http:||www.southmountaincc.edu|business-management|program|accounting|,ACCOUNTING,|BUSINESS-MANAGEMENT|PROGRAM|ACCOUNTING
48,Academic Programs at DCC,http:||www.sunydutchess.edu|academics|catalog|current|programs||academics|catalog|current|courses|accounting|index.html,ACCOUNTING,|ACADEMICS|CATALOG|CURRENT|PROGRAMS||ACADEMICS|CATALOG|CURRENT|COURSES|ACCOUNTING
49,Programs of Study | JCC,http:||www.sunyjefferson.edu|academics|programs-study|accounting,ACCOUNTING,|ACADEMICS|PROGRAMS-STUDY|ACCOUNTING
50,Programs of Study | JCC,http:||www.sunyjefferson.edu|academics|programs-study|accounting-aas,ACCOUNTING,|ACADEMICS|PROGRAMS-STUDY|ACCOUNTING-AAS
51,Programs of Study | JCC,http:||www.sunyjefferson.edu|academics|programs-study|accounting-certificate,ACCOUNTING,|ACADEMICS|PROGRAMS-STUDY|ACCOUNTING-CERTIFICATE
52,Degree Programs,http:||www.triton.edu|CollegeCatalog|accountingfinance.htm,ACCOUNTING,|COLLEGECATALOG
53,Degrees & Certificates | Bakersfield College,https:||www.bakersfieldcollege.edu|programs|bmit|accounting|aa,ACCOUNTING,|PROGRAMS|BMIT|ACCOUNTING|AA
54,Degrees & Certificates | Bakersfield College,https:||www.bakersfieldcollege.edu|programs|bmit|bookkeeping|ca,ACCOUNTING,|PROGRAMS|BMIT|BOOKKEEPING|CA
55,workers,https:||www.cbu.ca|academic-programs|program|accounting|,ACCOUNTING,|ACADEMIC-PROGRAMS|PROGRAM|ACCOUNTING
56,Find Your Program - Delta College,https:||www.delta.edu|programs|current|business-and-administration|administration|accounting|associate|index.html,ACCOUNTING,|PROGRAMS|CURRENT|BUSINESS-AND-ADMINISTRATION|ADMINISTRATION|ACCOUNTING|ASSOCIATE
57,Find Your Program - Delta College,https:||www.delta.edu|programs|current|business-and-administration|administration|accounting|certificate|index.html,ACCOUNTING,|PROGRAMS|CURRENT|BUSINESS-AND-ADMINISTRATION|ADMINISTRATION|ACCOUNTING|CERTIFICATE
58,Find Your Program - Delta College,https:||www.delta.edu|programs|current|business-and-administration|administration|accounting|transfer|index.html,ACCOUNTING,|PROGRAMS|CURRENT|BUSINESS-AND-ADMINISTRATION|ADMINISTRATION|ACCOUNTING|TRANSFER
59,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|accounting,ACCOUNTING,|ACADEMICS|PROGRAMS-STUDY|ACCOUNTING
60,All Degrees & Credentials | Mid Michigan Community College,https:||www.midmich.edu|academics|programs-of-study|occupational|accounting,ACCOUNTING,|ACADEMICS|PROGRAMS-OF-STUDY|OCCUPATIONAL|ACCOUNTING
61,Programs | PVCC,https:||www.paradisevalley.edu|programs|accounting,ACCOUNTING,|PROGRAMS|ACCOUNTING
62,Programs | PVCC,https:||www.paradisevalley.edu|programs|accounting|accounting-specialized-para-professional-aas,ACCOUNTING,|PROGRAMS|ACCOUNTING|ACCOUNTING-SPECIALIZED-PARA-PROFESSIONAL-AAS
63,Programs | PVCC,https:||www.paradisevalley.edu|programs|accounting|accounting-specialized-para-professional-ccl,ACCOUNTING,|PROGRAMS|ACCOUNTING|ACCOUNTING-SPECIALIZED-PARA-PROFESSIONAL-CCL
64,Programs- Thompson Rivers University,https:||www.tru.ca|programs|catalogue|accounting-major,ACCOUNTING,|PROGRAMS|CATALOGUE|ACCOUNTING-MAJOR
65,Programs- Thompson Rivers University,https:||www.tru.ca|programs|catalogue|accounting-technician-diploma,ACCOUNTING,|PROGRAMS|CATALOGUE|ACCOUNTING-TECHNICIAN-DIPLOMA
66,Degree & Certificate Programs at Tunxis,https:||www.tunxis.edu|completion|accounting|,ACCOUNTING,|COMPLETION|ACCOUNTING
67,Degree & Certificate Programs at Tunxis,https:||www.tunxis.edu|completion|energy-accounting|,ACCOUNTING,|COMPLETION|ENERGY-ACCOUNTING
68,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events,ACCOUNTING,|accounting|events
69,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 02|,ACCOUNTING,|accounting|events
70,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 02|#,ACCOUNTING,|accounting|events
71,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 02|#main content,ACCOUNTING,|accounting|events
72,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 02||,ACCOUNTING,|accounting|events
73,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 02||#,ACCOUNTING,|accounting|events
74,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 02||#main content,ACCOUNTING,|accounting|events
75,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 17|,ACCOUNTING,|accounting|events
76,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 17|#,ACCOUNTING,|accounting|events
77,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 17|#main content,ACCOUNTING,|accounting|events
78,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 17|?ical=1|,ACCOUNTING,|accounting|events
79,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 22|,ACCOUNTING,|accounting|events
80,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 22|#,ACCOUNTING,|accounting|events
81,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 22|?ical=1|,ACCOUNTING,|accounting|events
82,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 22||,ACCOUNTING,|accounting|events
83,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 22||#,ACCOUNTING,|accounting|events
84,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|events|2018 03 22||#main content,ACCOUNTING,|accounting|events
85,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|degree programs|,ACCOUNTING,|accounting|degree programs
86,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|degree programs|#,ACCOUNTING,|accounting|degree programs
87,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|degree programs|#main content,ACCOUNTING,|accounting|degree programs
88,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|about us|,ACCOUNTING,|accounting|about us
89,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|about us|#,ACCOUNTING,|accounting|about us
90,Accounting Department | NC State University,https:||poole.ncsu.edu|accounting|people,ACCOUNTING,|accounting|people
91,Accounting Department   NC State University,https:  poole.ncsu.edu accounting,ACCOUNTING,accounting
93,Accounting Department   NC State University,https:  poole.ncsu.edu accounting accounting resources,ACCOUNTING,accounting accounting resources
94,Accounting Department   NC State University,https:  poole.ncsu.edu accounting accounting resources career opportunities,ACCOUNTING,accounting accounting resources
95,Accounting Department   NC State University,https:  poole.ncsu.edu accounting accounting resources case competition,ACCOUNTING,accounting accounting resources
96,Accounting Department   NC State University,https:  poole.ncsu.edu accounting accounting resources case competition main content,ACCOUNTING,accounting accounting resources
97,Accounting Department   NC State University,https:  poole.ncsu.edu accounting accounting resources main content,ACCOUNTING,accounting accounting resources
98,Accounting Department   NC State University,https:  poole.ncsu.edu accounting contact us,ACCOUNTING,accounting contact us
99,Accounting Department   NC State University,https:  poole.ncsu.edu accounting contact us  main content,ACCOUNTING,accounting contact us
100,Accounting Department   NC State University,https:  poole.ncsu.edu accounting degree programs,ACCOUNTING,accounting degree programs
101,Accounting Department   NC State University,https:  poole.ncsu.edu accounting degree programs main content,ACCOUNTING,accounting degree programs
103,Accounting Department   NC State University,https:  poole.ncsu.edu accounting people,ACCOUNTING,accounting people
104,Accounting Department   NC State University,https:  poole.ncsu.edu accounting research publications,ACCOUNTING,accounting research publications
105,Accounting Department   NC State University,https:  poole.ncsu.edu accounting research publications 2011 accounting publications,ACCOUNTING,accounting research publications
106,Accounting Department   NC State University,https:  poole.ncsu.edu accounting research publications 2011 accounting publications main content,ACCOUNTING,accounting research publications
107,Accounting Department   NC State University,https:  poole.ncsu.edu accounting research publications 2013 accounting publications,ACCOUNTING,accounting research publications
113,Institute of Asian Research   University of British Columbia  Vancouver  Canada,https:  iar.ubc_ca events event tibeto mongolian buddhism a mongolian perspective,ACCOUNTING,events event tibeto mongolian buddhism a mongolian perspective
114,Programs of Study,https:  ustpaul_ca program new graduate diploma in social organization development 405.htm,ACCOUNTING,program new
118,Certificate Programs and Gainful Employment   Glendale Community College,http:  www_glendale.edu academics degree certificate programs certificate programs accounting,ACCOUNTING,academics degree certificate programs certificate programs accounting
120,Programs of Study   JCC,http:  www_sunyjefferson.edu academics programs study accounting certificate,ACCOUNTING,academics programs study accounting certificate
121,Search Carleton University Calendars,http:||calendar.carleton.ca|undergrad|undergradprograms||grad|gradprograms|africanstudies|,AFRICAN,|UNDERGRAD|UNDERGRADPROGRAMS||GRAD|GRADPROGRAMS|AFRICANSTUDIES
122,Search Carleton University Calendars,http:||calendar.carleton.ca|undergrad|undergradprograms|africanstudies,AFRICAN,|UNDERGRAD|UNDERGRADPROGRAMS|AFRICANSTUDIES
123,Degree Programs < University of California- Berkeley,http:||guide.berkeley.edu|undergraduate|degree-programs|african-american-studies,AFRICAN,|UNDERGRADUATE|DEGREE-PROGRAMS|AFRICAN-AMERICAN-STUDIES
124,Degree Programs < University of California- Berkeley,http:||guide.berkeley.edu|undergraduate|degree-programs|development-studies,AFRICAN,|UNDERGRADUATE|DEGREE-PROGRAMS|DEVELOPMENT-STUDIES
125,University of Manitoba - Student Affairs - Admissions - Undergraduate Program Options,http:||umanitoba.ca|student|admissions|programs|dentistry.html,AFRICAN,|STUDENT|ADMISSIONS|PROGRAMS
126,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#committees,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
127,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#disqualification,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
128,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#GRAAAAA,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
129,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#panel1a,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
130,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#panel3a,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
131,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#panel4a,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
132,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#panel6a,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
133,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#starting,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
134,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#thesis,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
135,Academics .::. UCLA African Studies,http:||web.international.ucla.edu|institute|idps|africanstudies|#topd,AFRICAN,|INSTITUTE|IDPS|AFRICANSTUDIES
136,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|#,AFRICAN,
137,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|#1,AFRICAN,
138,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|#2,AFRICAN,
139,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|#3,AFRICAN,
140,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|#next,AFRICAN,
141,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|#prev,AFRICAN,
142,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|?s=,AFRICAN,
143,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events,AFRICAN,|EVENTS
144,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events|,AFRICAN,|EVENTS
145,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events|#,AFRICAN,|EVENTS
146,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events|#top,AFRICAN,|EVENTS
147,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events|?s=,AFRICAN,|EVENTS
148,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events||academics|graduate-study|admissions|m-a-program|,AFRICAN,|EVENTS
149,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events||academics|graduate-study|m-a-program-2|%20,AFRICAN,|EVENTS
150,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events||academics|undergraduate-programs|african-american-studies-major|,AFRICAN,|EVENTS
151,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events||wp-login.php,AFRICAN,|EVENTS
152,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|events|list|?tribe_paged=1&tribe_event_display=past,AFRICAN,|EVENTS
153,Frontpage - Department of African American Studies,http:||www.afro-am.ucla.edu|wp-login.php,AFRICAN,
154,Courses and Programs by Department|Discipline,http:||www.ccsf.edu|ccsf|en|educational-programs|ccsf-catalog|courses-by-department|afam-courses.html,AFRICAN,|CCSF|EN|EDUCATIONAL-PROGRAMS|CCSF-CATALOG|COURSES-BY-DEPARTMENT
155,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||content|ryerson|programs|undergraduate|computer-engineering.html,AFRICAN,|PROGRAMS|UNDERGRADUATE||CONTENT|RYERSON|PROGRAMS|UNDERGRADUATE
156,Academic Programs - Spring Calendar - Simon Fraser University,http:||www.sfu.ca|students|calendar|2018|spring|areas-of-study|african-studies.html,AFRICAN,|STUDENTS|CALENDAR|2018|SPRING|AREAS-OF-STUDY
157,Departments- Schools and Programs | Engineering | University of Waterloo,https:||uwaterloo.ca|systems-design-engineering|future-graduate-students|master-engineering-meng,AFRICAN,|SYSTEMS-DESIGN-ENGINEERING
158,Academic Programs - Academics  - Dalhousie University,https:||www.dal.ca|academics|programs|undergraduate|black-african-diaspora.html,AFRICAN,|ACADEMICS|PROGRAMS|UNDERGRADUATE
159,Academic Programs - Academics  - Dalhousie University,https:||www.dal.ca|academics|programs|undergraduate|black-african-diaspora|what_will_i_learn.html,AFRICAN,|ACADEMICS|PROGRAMS|UNDERGRADUATE
160,Academics .::. UCLA African Studies,http:  web.international.ucla.edu institute idps africanstudies panel5a,AFRICAN,institute idps africanstudies
161,Academics .::. UCLA African Studies,http:  web.international.ucla.edu institute idps africanstudies topd,AFRICAN,institute idps africanstudies
162,Academics .::. UCLA African Studies,http:  web.international.ucla.edu institute idps africanstudies top,AFRICAN,institute idps africanstudies
163,Think and Do The Extraordinary,https:||cals.ncsu.edu|entomology and plant pathology|people|#V,AGRICULTURE,|entomology and plant pathology|people
164,Think and Do The Extraordinary,https:||cals.ncsu.edu|entomology and plant pathology|people|awhitfi,AGRICULTURE,|entomology and plant pathology|people
165,Think and Do The Extraordinary,https:||cals.ncsu.edu|entomology and plant pathology|people|cals.ncsu.edu|intranet|departments|entomology and plant pathology,AGRICULTURE,|entomology and plant pathology|people
166,Think and Do The Extraordinary,https:||cals.ncsu.edu|entomology and plant pathology|people|ctu2,AGRICULTURE,|entomology and plant pathology|people
167,Think and Do The Extraordinary,https:||cals.ncsu.edu|entomology and plant pathology|people|npgrubbs,AGRICULTURE,|entomology and plant pathology|people
168,Think and Do The Extraordinary,https:||cals.ncsu.edu|entomology and plant pathology|people|scschoof,AGRICULTURE,|entomology and plant pathology|people
169,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|news,AGRICULTURE,|prestage department of poultry science|news
170,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|news|,AGRICULTURE,|prestage department of poultry science|news
171,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|news|category|impact|research|,AGRICULTURE,|prestage department of poultry science|news
172,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|news|category|students|,AGRICULTURE,|prestage department of poultry science|news
173,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|news|category|students|student spotlight|,AGRICULTURE,|prestage department of poultry science|news
174,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|news|united egg producers president visits piedmont research station|,AGRICULTURE,|prestage department of poultry science|news
175,Think and Do The Extraordinary,https:||cals.ncsu.edu|agricultural institute|alumni and friends,NA,|agricultural institute|alumni and friends
176,Think and Do The Extraordinary,https:||cals.ncsu.edu|crop and soil sciences|students|,AGRICULTURE,|crop and soil sciences|students
177,Think and Do The Extraordinary,https:||cals.ncsu.edu|crop and soil sciences|students|#,AGRICULTURE,|crop and soil sciences|students
178,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|students|,AGRICULTURE,|prestage department of poultry science|students
179,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|extension|,AGRICULTURE,|prestage department of poultry science|extension
180,Think and Do The Extraordinary,https:||cals.ncsu.edu|agricultural institute|careers|,AGRICULTURE,|agricultural institute|careers
181,Think and Do The Extraordinary,https:||cals.ncsu.edu|agricultural institute|careers|#,AGRICULTURE,|agricultural institute|careers
182,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|about|,AGRICULTURE,|prestage department of poultry science|about
183,Think and Do The Extraordinary,https:||cals.ncsu.edu|prestage department of poultry science|about|#main content,AGRICULTURE,|prestage department of poultry science|about
184,Agricultural Economics | Institute of Agriculture and Natural Resources,http:||agecon.unl.edu|,AGRICULTURE,
185,Animal Science | Institute of Agriculture and Natural Resources,http:||animalscience.unl.edu|,AGRICULTURE,
186,UBC Faculty of Land and Food Systems,http:||awp.landfood.ubc.ca|,AGRICULTURE,
187,College of Agriculture and Life Sciences < Texas A&M University- College Station- TX,http:||catalog.tamu.edu|undergraduate|agriculture-life-sciences|animal-science|,AGRICULTURE,|UNDERGRADUATE|AGRICULTURE-LIFE-SCIENCES|ANIMAL-SCIENCE
188,College of Agriculture and Life Sciences < Texas A&M University- College Station- TX,http:||catalog.tamu.edu|undergraduate|agriculture-life-sciences|animal-science||graduate|,AGRICULTURE,|UNDERGRADUATE|AGRICULTURE-LIFE-SCIENCES|ANIMAL-SCIENCE
189,College of Agriculture and Life Sciences < Texas A&M University- College Station- TX,http:||catalog.tamu.edu|undergraduate|agriculture-life-sciences|animal-science||search|?P=ANSC%20320,AGRICULTURE,|UNDERGRADUATE|AGRICULTURE-LIFE-SCIENCES|ANIMAL-SCIENCE
