A_RowId,CATEGORY,FULL_URL,HOST,URI,TARGET
1174864020,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|heating-and-cooling-technology|hvacr-heating|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|HEATING-AND-COOLING-TECHNOLOGY|HVACR-HEATING|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING HEATING AND COOLING TECHNOLOGY HVACR HEATING 
235728927,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|heating-and-cooling-technology|hvacr-service-technology|associate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|HEATING-AND-COOLING-TECHNOLOGY|HVACR-SERVICE-TECHNOLOGY|ASSOCIATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING HEATING AND COOLING TECHNOLOGY HVACR SERVICE TECHNOLOGY ASSOCIATE
-1470176310,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|chemical-process-operator-fast-start|job-training|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|CHEMICAL-PROCESS-OPERATOR-FAST-START|JOB-TRAINING, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING CHEMICAL PROCESS OPERATOR FAST START JOB TRAINING
997326796,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|chemical-process-technology|associate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|CHEMICAL-PROCESS-TECHNOLOGY|ASSOCIATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING CHEMICAL PROCESS TECHNOLOGY ASSOCIATE
-1601716539,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|chemical-process-technology|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|CHEMICAL-PROCESS-TECHNOLOGY|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING CHEMICAL PROCESS TECHNOLOGY 
-1032232073,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|computer-numerical-control-cnc|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|COMPUTER-NUMERICAL-CONTROL-CNC|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING COMPUTER NUMERICAL CONTROL CNC 
-1591749281,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|lean-quality-manufacturing|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|LEAN-QUALITY-MANUFACTURING|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING LEAN QUALITY MANUFACTURING 
-479519279,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|lean-resource-management|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|LEAN-RESOURCE-MANAGEMENT|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING LEAN RESOURCE MANAGEMENT 
1309985186,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|manufacturing-and-industrial-technology|associate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|MANUFACTURING-AND-INDUSTRIAL-TECHNOLOGY|ASSOCIATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING MANUFACTURING AND INDUSTRIAL TECHNOLOGY ASSOCIATE
-317454411,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|mechatronics|associate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|MECHATRONICS|ASSOCIATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING MECHATRONICS ASSOCIATE
1908895854,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|mechatronics|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|MECHATRONICS|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING MECHATRONICS 
1151426174,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|manufacturing|supervisor|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|MANUFACTURING|SUPERVISOR|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING MANUFACTURING SUPERVISOR 
1673001890,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|skilled-trades|apprenticeship|associate|details.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|SKILLED-TRADES|APPRENTICESHIP|ASSOCIATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING SKILLED TRADES APPRENTICESHIP ASSOCIATE
1673001890,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|skilled-trades|apprenticeship|associate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|SKILLED-TRADES|APPRENTICESHIP|ASSOCIATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING SKILLED TRADES APPRENTICESHIP ASSOCIATE
-818012901,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|skilled-trades|apprenticeship|certificate|details.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|SKILLED-TRADES|APPRENTICESHIP|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING SKILLED TRADES APPRENTICESHIP 
-818012901,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|skilled-trades|apprenticeship|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|SKILLED-TRADES|APPRENTICESHIP|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING SKILLED TRADES APPRENTICESHIP 
-292377339,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|skilled-trades|pre-apprenticeship|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|SKILLED-TRADES|PRE-APPRENTICESHIP|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING SKILLED TRADES PRE APPRENTICESHIP 
582613782,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|welding|welding-engineering-technology|associate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|WELDING|WELDING-ENGINEERING-TECHNOLOGY|ASSOCIATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING WELDING WELDING ENGINEERING TECHNOLOGY ASSOCIATE
-708964465,Find Your Program - Delta College,https:||www.delta.edu|programs|current|technical-trades-and-manufacturing|welding|welding-engineering-technology|certificate|index.html,www.delta.edu,|PROGRAMS|CURRENT|TECHNICAL-TRADES-AND-MANUFACTURING|WELDING|WELDING-ENGINEERING-TECHNOLOGY|CERTIFICATE, PROGRAMS CURRENT TECHNICAL TRADES AND MANUFACTURING WELDING WELDING ENGINEERING TECHNOLOGY 
1106182387,UCLA Dentistry,https:||www.dentistry.ucla.edu|#,www.dentistry.ucla.edu,,
1106182387,UCLA Dentistry,https:||www.dentistry.ucla.edu|#dentistryFooterMenu1Sm,www.dentistry.ucla.edu,,
1106182387,UCLA Dentistry,https:||www.dentistry.ucla.edu|#dentistryFooterMenu2Sm,www.dentistry.ucla.edu,,
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||#,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||#dentistryFooterMenu2Sm,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||diversity,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||give,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||observer-programs-externships,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||patient-care|how-become-patient,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||research|coor,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||research|health-services,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||research|news-accolades,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||resources|media-center,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||resources|resources-faculty,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||resources|resources-staff,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||service|clinic-volunteers,www.dentistry.ucla.edu,|, 
-68084247,UCLA Dentistry,https:||www.dentistry.ucla.edu||user,www.dentistry.ucla.edu,|, 
1212751628,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|accounting,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ACCOUNTING, ACADEMICS PROGRAMS STUDY ACCOUNTING
1945014620,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|agribusiness-management,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|AGRIBUSINESS-MANAGEMENT, ACADEMICS PROGRAMS STUDY AGRIBUSINESS MANAGEMENT
-1594748787,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|architectural-engineering-technology,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ARCHITECTURAL-ENGINEERING-TECHNOLOGY, ACADEMICS PROGRAMS STUDY ARCHITECTURAL ENGINEERING TECHNOLOGY
-1784373494,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|baking-and-pastry-skills-certificate,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|BAKING-AND-PASTRY-SKILLS-CERTIFICATE, ACADEMICS PROGRAMS STUDY BAKING AND PASTRY SKILLS 
-1936023782,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|baking-and-pastry-skills-studies,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|BAKING-AND-PASTRY-SKILLS-STUDIES, ACADEMICS PROGRAMS STUDY BAKING AND PASTRY SKILLS STUDIES
-305761454,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|building-automation-systems-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|BUILDING-AUTOMATION-SYSTEMS-OPTION, ACADEMICS PROGRAMS STUDY BUILDING AUTOMATION SYSTEMS OPTION
-687638594,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|business-administration-transfer-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|BUSINESS-ADMINISTRATION-TRANSFER-OPTION, ACADEMICS PROGRAMS STUDY BUSINESS ADMINISTRATION TRANSFER OPTION
-291821097,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|civil-engineering-technology,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|CIVIL-ENGINEERING-TECHNOLOGY, ACADEMICS PROGRAMS STUDY CIVIL ENGINEERING TECHNOLOGY
-433167386,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|civil-transfer-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|CIVIL-TRANSFER-OPTION, ACADEMICS PROGRAMS STUDY CIVIL TRANSFER OPTION
-1252360292,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|computer-aided-drafting-design-technology,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|COMPUTER-AIDED-DRAFTING-DESIGN-TECHNOLOGY, ACADEMICS PROGRAMS STUDY COMPUTER AIDED DRAFTING DESIGN TECHNOLOGY
1288429965,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|computer-engineering-tcy-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|COMPUTER-ENGINEERING-TCY-OPTION, ACADEMICS PROGRAMS STUDY COMPUTER ENGINEERING TCY OPTION
-224262560,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|computer-network-engineering-technology,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|COMPUTER-NETWORK-ENGINEERING-TECHNOLOGY, ACADEMICS PROGRAMS STUDY COMPUTER NETWORK ENGINEERING TECHNOLOGY
1488139176,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|construction-management,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|CONSTRUCTION-MANAGEMENT, ACADEMICS PROGRAMS STUDY CONSTRUCTION MANAGEMENT
1976580429,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|cooking-certificate,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|COOKING-CERTIFICATE, ACADEMICS PROGRAMS STUDY COOKING 
950472893,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|culinary-arts,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|CULINARY-ARTS, ACADEMICS PROGRAMS STUDY CULINARY ARTS
807448769,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|design-engineering-mechanical,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|DESIGN-ENGINEERING-MECHANICAL, ACADEMICS PROGRAMS STUDY DESIGN ENGINEERING MECHANICAL
-482288308,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|early-care-and-education-birth-to-second-grade,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|EARLY-CARE-AND-EDUCATION-BIRTH-TO-SECOND-GRADE, ACADEMICS PROGRAMS STUDY EARLY CARE AND EDUCATION BIRTH TO SECOND GRADE
1491779749,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|early-childhood-development,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|EARLY-CHILDHOOD-DEVELOPMENT, ACADEMICS PROGRAMS STUDY EARLY CHILDHOOD DEVELOPMENT
107870353,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|early-childhood-studies,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|EARLY-CHILDHOOD-STUDIES, ACADEMICS PROGRAMS STUDY EARLY CHILDHOOD STUDIES
-377456657,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|electrical-and-computer-engineering-transfer-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELECTRICAL-AND-COMPUTER-ENGINEERING-TRANSFER-OPTION, ACADEMICS PROGRAMS STUDY ELECTRICAL AND COMPUTER ENGINEERING TRANSFER OPTION
1627420516,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|electromechanical,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELECTROMECHANICAL, ACADEMICS PROGRAMS STUDY ELECTROMECHANICAL
1435087427,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|electronics-engineering-tcy,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELECTRONICS-ENGINEERING-TCY, ACADEMICS PROGRAMS STUDY ELECTRONICS ENGINEERING TCY
972218239,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|electronics-engineering-technology-biomedical-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELECTRONICS-ENGINEERING-TECHNOLOGY-BIOMEDICAL-OPTION, ACADEMICS PROGRAMS STUDY ELECTRONICS ENGINEERING TECHNOLOGY BIOMEDICAL OPTION
-167429250,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|electronics-engineering-technology-instrumentation-certificate,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELECTRONICS-ENGINEERING-TECHNOLOGY-INSTRUMENTATION-CERTIFICATE, ACADEMICS PROGRAMS STUDY ELECTRONICS ENGINEERING TECHNOLOGY INSTRUMENTATION 
-2014594514,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|electronics-engineering-technology-instrumentation-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELECTRONICS-ENGINEERING-TECHNOLOGY-INSTRUMENTATION-OPTION, ACADEMICS PROGRAMS STUDY ELECTRONICS ENGINEERING TECHNOLOGY INSTRUMENTATION OPTION
415036253,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|electronics-engineering-technology-transfer-option,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELECTRONICS-ENGINEERING-TECHNOLOGY-TRANSFER-OPTION, ACADEMICS PROGRAMS STUDY ELECTRONICS ENGINEERING TECHNOLOGY TRANSFER OPTION
-1745555266,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|elementary-education,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ELEMENTARY-EDUCATION, ACADEMICS PROGRAMS STUDY ELEMENTARY EDUCATION
-1864732020,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|entrepreneurship,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ENTREPRENEURSHIP, ACADEMICS PROGRAMS STUDY ENTREPRENEURSHIP
-1325378602,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|entrepreneurship-certificate,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|ENTREPRENEURSHIP-CERTIFICATE, ACADEMICS PROGRAMS STUDY ENTREPRENEURSHIP 
-654835437,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|food-service-management,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|FOOD-SERVICE-MANAGEMENT, ACADEMICS PROGRAMS STUDY FOOD SERVICE MANAGEMENT
-1320802756,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|general-business,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|GENERAL-BUSINESS, ACADEMICS PROGRAMS STUDY GENERAL BUSINESS
-815192717,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|hospitality-management,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|HOSPITALITY-MANAGEMENT, ACADEMICS PROGRAMS STUDY HOSPITALITY MANAGEMENT
332701477,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|instruction-design-and-technology-certificate,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|INSTRUCTION-DESIGN-AND-TECHNOLOGY-CERTIFICATE, ACADEMICS PROGRAMS STUDY INSTRUCTION DESIGN AND TECHNOLOGY 
-418018084,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|kitchen-skills-studies,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|KITCHEN-SKILLS-STUDIES, ACADEMICS PROGRAMS STUDY KITCHEN SKILLS STUDIES
1048187773,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|landscape-and-ornamental-horticulture,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|LANDSCAPE-AND-ORNAMENTAL-HORTICULTURE, ACADEMICS PROGRAMS STUDY LANDSCAPE AND ORNAMENTAL HORTICULTURE
975790229,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|logistics-supply-chain-and-operations-management,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|LOGISTICS-SUPPLY-CHAIN-AND-OPERATIONS-MANAGEMENT, ACADEMICS PROGRAMS STUDY LOGISTICS SUPPLY CHAIN AND OPERATIONS MANAGEMENT
216093882,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|management,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|MANAGEMENT, ACADEMICS PROGRAMS STUDY MANAGEMENT
-1145830705,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|marketing,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|MARKETING, ACADEMICS PROGRAMS STUDY MARKETING
1123851393,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|math-secondary-education,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|MATH-SECONDARY-EDUCATION, ACADEMICS PROGRAMS STUDY MATH SECONDARY EDUCATION
-690385363,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|middle-level-math-education,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|MIDDLE-LEVEL-MATH-EDUCATION, ACADEMICS PROGRAMS STUDY MIDDLE LEVEL MATH EDUCATION
-2139774280,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|office-administration,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|OFFICE-ADMINISTRATION, ACADEMICS PROGRAMS STUDY OFFICE ADMINISTRATION
1257629914,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|paraeducator,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|PARAEDUCATOR, ACADEMICS PROGRAMS STUDY PARAEDUCATOR
1741464450,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|paralegal,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|PARALEGAL, ACADEMICS PROGRAMS STUDY PARALEGAL
1880277964,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|paralegal-certificate,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|PARALEGAL-CERTIFICATE, ACADEMICS PROGRAMS STUDY PARALEGAL 
-1240923884,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|production-agriculture,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|PRODUCTION-AGRICULTURE, ACADEMICS PROGRAMS STUDY PRODUCTION AGRICULTURE
-682863943,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|science-education-chemistry-physics,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|SCIENCE-EDUCATION-CHEMISTRY-PHYSICS, ACADEMICS PROGRAMS STUDY SCIENCE EDUCATION CHEMISTRY PHYSICS
1092832900,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|turf-management,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|TURF-MANAGEMENT, ACADEMICS PROGRAMS STUDY TURF MANAGEMENT
-1010142677,Programs of Study | Delaware Technical Community College,https:||www.dtcc.edu|academics|programs-study|web-development,www.dtcc.edu,|ACADEMICS|PROGRAMS-STUDY|WEB-DEVELOPMENT, ACADEMICS PROGRAMS STUDY WEB DEVELOPMENT
-1726820812,linkedin-icon,https:||www.eng.mcmaster.ca|cas,www.eng.mcmaster.ca,|CAS, CAS
624446672,linkedin-icon,https:||www.eng.mcmaster.ca|chemeng,www.eng.mcmaster.ca,|CHEMENG, CHEMENG
-1617179502,linkedin-icon,https:||www.eng.mcmaster.ca|civil,www.eng.mcmaster.ca,|CIVIL, CIVIL
-1726818842,linkedin-icon,https:||www.eng.mcmaster.ca|ece,www.eng.mcmaster.ca,|ECE, ECE
-1501553099,linkedin-icon,https:||www.eng.mcmaster.ca|engineering-management-program,www.eng.mcmaster.ca,|ENGINEERING-MANAGEMENT-PROGRAM, ENGINEERING MANAGEMENT PROGRAM
-735057148,linkedin-icon,https:||www.eng.mcmaster.ca|engineering-society-program,www.eng.mcmaster.ca,|ENGINEERING-SOCIETY-PROGRAM, ENGINEERING SOCIETY PROGRAM
-1721798705,linkedin-icon,https:||www.eng.mcmaster.ca|engphys,www.eng.mcmaster.ca,|ENGPHYS, ENGPHYS
1475805786,linkedin-icon,https:||www.eng.mcmaster.ca|events,www.eng.mcmaster.ca,|EVENTS, EVENTS
1486487628,linkedin-icon,https:||www.eng.mcmaster.ca|ibiomed,www.eng.mcmaster.ca,|IBIOMED, IBIOMED
-1201140917,linkedin-icon,https:||www.eng.mcmaster.ca|materials,www.eng.mcmaster.ca,|MATERIALS, MATERIALS
-1991536258,linkedin-icon,https:||www.eng.mcmaster.ca|mech,www.eng.mcmaster.ca,|MECH, MECH
-1991522838,linkedin-icon,https:||www.eng.mcmaster.ca|msbe,www.eng.mcmaster.ca,|MSBE, MSBE
-1991505836,linkedin-icon,https:||www.eng.mcmaster.ca|news,www.eng.mcmaster.ca,|NEWS, NEWS
114930124,linkedin-icon,https:||www.eng.mcmaster.ca|news|searching-silent-threat-mcmaster-engineering-grads-receive-james-dyson-award-cancer-detection,www.eng.mcmaster.ca,|NEWS|SEARCHING-SILENT-THREAT-MCMASTER-ENGINEERING-GRADS-RECEIVE-JAMES-DYSON-AWARD-CANCER-DETECTION, NEWS SEARCHING SILENT THREAT MCMASTER ENGINEERING GRADS RECEIVE JAMES DYSON AWARD CANCER DETECTION
-1991357097,linkedin-icon,https:||www.eng.mcmaster.ca|sept,www.eng.mcmaster.ca,|SEPT, SEPT
150737311,History Department,https:||www.history.ubc.ca|courses|undergraduate|2017W,www.history.ubc.ca,|COURSES|UNDERGRADUATE|2017W,  S 2017W
992086075,UBC Graduate School of Journalism,https:||www.journalism.ubc.ca|about|about-ubc-journalism|,www.journalism.ubc.ca,|ABOUT|ABOUT-UBC-JOURNALISM, ABOUT ABOUT UBC JOURNALISM
1369034873,Business (MOS) - King's University College,https:||www.kings.uwo.ca|academics|business-mos|,www.kings.uwo.ca,|ACADEMICS|BUSINESS-MOS, ACADEMICS BUSINESS MOS
-361591448,Business (MOS) - King's University College,https:||www.kings.uwo.ca|academics|business-mos||about-kings|hours-of-operation|,www.kings.uwo.ca,|ACADEMICS|BUSINESS-MOS||ABOUT-KINGS|HOURS-OF-OPERATION, ACADEMICS BUSINESS MOS ABOUT KINGS HOURS OF OPERATION
925868152,Business (MOS) - King's University College,https:||www.kings.uwo.ca|academics|business-mos||about-kings|king-centre|,www.kings.uwo.ca,|ACADEMICS|BUSINESS-MOS||ABOUT-KINGS|KING-CENTRE, ACADEMICS BUSINESS MOS ABOUT KINGS KING CENTRE
